Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P007484,Latin America and Caribbean,Jamaica,Closed,Private Sector Development Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007484,1993-06-15T00:00:00Z,1995-12-31T00:00:00Z,,,75000000.0,0.0,75000000.0,0,,Sector Adjustment Loan,C,,"Other Industry, Trade and Services",Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry",Rural policies and institutions,Tax policy and administration
P003627,East Asia and Pacific,People's Republic of China,Closed,Grain Distribution and Marketing Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003627,1993-06-17T00:00:00Z,2002-12-31T00:00:00Z,,,325000000.0,165000000.0,490000000.0,0,,Specific Investment Loan,B,,Ports/Waterways,Crops,"Agricultural markets, commercialization and agri-business",Trade facilitation and market access,Regulation and competition policy
P008809,Europe and Central Asia,Russian Federation,Closed,Oil Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008809,1993-06-17T00:00:00Z,1999-12-31T00:00:00Z,,,610000000.0,0.0,610000000.0,0,,Specific Investment Loan,A,,Oil and Gas,,,Export development and competitiveness,Other financial and private sector development
P006941,Latin America and Caribbean,Republic of Costa Rica,Closed,Water Supply and Sewerage Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006941,1993-06-17T00:00:00Z,2003-12-31T00:00:00Z,,,26000000.0,0.0,26000000.0,0,,Specific Investment Loan,B,,Water Supply,Sewerage,Central Government (Central Agencies),Other urban development,Other financial and private sector development
P004610,East Asia and Pacific,Republic of the Philippines,Closed,Power Transmission and Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004610,1993-06-22T00:00:00Z,1997-12-31T00:00:00Z,,,110000000.0,0.0,110000000.0,0,,Specific Investment Loan,B,,Power,,,Infrastructure services for private sector development,
P007723,Latin America and Caribbean,United Mexican States,Closed,Highway Rehabilitation and Traffic Safety Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007723,1993-06-24T00:00:00Z,2000-12-31T00:00:00Z,,,480000000.0,0.0,480000000.0,0,,Sector Investment and Maintenance Loan,C,,Roads and highways,Central Government (Central Agencies),,Infrastructure services for private sector development,
P008312,Europe and Central Asia,Republic of Bulgaria,Closed,Private Investment & Export Finance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008312,1993-06-24T00:00:00Z,1998-06-30T00:00:00Z,,,55000000.0,0.0,55000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",Banking Institutions,,Other financial and private sector development,Export development and competitiveness
P009907,South Asia,Republic of India,Closed,External Sector and Investment Liberalization Program Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009907,1993-06-24T00:00:00Z,1993-12-31T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Sector Adjustment Loan,C,,"Other Industry, Trade and Services",Banking Institutions,Trade,Regulation and competition policy,Other financial and private sector development
P010422,South Asia,Republic of India,Closed,Technical Assistance (Private Power Development) Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010422,1993-06-24T00:00:00Z,1996-12-31T00:00:00Z,,,20000000.0,0.0,20000000.0,0,,Technical Assistance Loan,C,,Power,Central Government (Central Agencies),,State-owned enterprise restructuring and privatization,Climate change
P003990,East Asia and Pacific,Republic of Indonesia,Closed,Water Supply and Sanitation for Low Income Communities Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003990,1993-06-24T00:00:00Z,1999-11-30T00:00:00Z,,,80000000.0,0.0,80000000.0,0,,Specific Investment Loan,B,,Water Supply,Social Protection,Sanitation,Child health,Pollution management and environmental health
P010423,South Asia,Republic of India,Closed,NTPC Power Generation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010423,1993-06-29T00:00:00Z,1999-03-31T00:00:00Z,,,400000000.0,0.0,400000000.0,0,,Specific Investment Loan,A,,Power,,,Other financial and private sector development,Environmental policies and institutions
P006547,Latin America and Caribbean,Federative Republic of Brazil,Closed,RIO DE JANEIRO METROPOLITAN TRANSPORT DECENTRALIZATION PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006547,1993-06-29T00:00:00Z,2000-12-31T00:00:00Z,,,128500000.0,0.0,128500000.0,0,,Specific Investment Loan,B,,Other Transportation,Central Government (Central Agencies),,Other financial and private sector development,Decentralization
P006089,Latin America and Caribbean,Barbados,Closed,Human Resources Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006089,1993-07-01T00:00:00Z,2000-12-31T00:00:00Z,,,7800000.0,0.0,7800000.0,0,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Primary Education,Central Government (Central Agencies),Improving labor markets,Education for all
P008496,Europe and Central Asia,Hungary,Closed,Tax Administration Modernization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008496,1993-07-08T00:00:00Z,1999-06-30T00:00:00Z,,,29000000.0,0.0,29000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,Tax policy and administration,
P008843,Europe and Central Asia,Slovak Republic,Closed,Telecommunications Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008843,1993-07-15T00:00:00Z,2000-06-30T00:00:00Z,,,55000000.0,0.0,55000000.0,0,,Specific Investment Loan,C,,ICT Infrastructure,,,Infrastructure services for private sector development,Rural services and infrastructure
P008854,Europe and Central Asia,Republic of Slovenia,Closed,Enterprise & Financial Sector Adjustment Loan (EFSAL),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008854,1993-07-15T00:00:00Z,1995-12-31T00:00:00Z,,,80000000.0,0.0,80000000.0,0,,Sector Adjustment Loan,B,,Banking Institutions,"Other Industry, Trade and Services",Central Government (Central Agencies),Regulation and competition policy,Other economic management
P006524,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Municipal Management and Environmental Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006524,1993-07-20T00:00:00Z,2001-12-31T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,B,,Water Supply,Waste Management,Sewerage,Municipal finance,Pollution management and environmental health
P008295,Europe and Central Asia,Republic of Belarus,Closed,Institution Building Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008295,1993-07-29T00:00:00Z,1996-12-31T00:00:00Z,,,8300000.0,0.0,8300000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Banking Institutions,Law and Justice,State-owned enterprise restructuring and privatization,Improving labor markets
P008610,Europe and Central Asia,Republic of Poland,Closed,Forestry Development Support Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008610,1993-07-29T00:00:00Z,2000-06-30T00:00:00Z,,,146000000.0,0.0,146000000.0,0,,Specific Investment Loan,B,,Forestry,Central Government (Central Agencies),,Other environment and natural resources management,Biodiversity
P008504,Europe and Central Asia,Republic of Kazakhstan,Closed,Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008504,1993-08-03T00:00:00Z,2000-06-30T00:00:00Z,,,38000000.0,0.0,38000000.0,0,,Technical Assistance Loan,B,,Central Government (Central Agencies),Banking Institutions,"Other Industry, Trade and Services",Legal institutions for a market economy,Improving labor markets
P006025,Latin America and Caribbean,Argentine Republic,Closed,Maternal and Child Health and Nutrition Project ,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006025,1993-08-03T00:00:00Z,2000-03-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Nutrition and food security,Health system performance
P008378,Europe and Central Asia,Czech Republic,Closed,Telecommunications Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008378,1993-09-09T00:00:00Z,1998-06-30T00:00:00Z,,,80000000.0,0.0,80000000.0,0,,Specific Investment Loan,C,,ICT Infrastructure,,,Rural services and infrastructure,State-owned enterprise restructuring and privatization
P010447,South Asia,Islamic Republic of Pakistan,Closed,Public Sector Adjustment Loan / Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010447,1993-09-14T00:00:00Z,1995-12-31T00:00:00Z,,,150000000.0,100000000.0,250000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Social Protection,State-owned enterprise restructuring and privatization,Administrative and civil service reform
P007165,Latin America and Caribbean,Republic of El Salvador,Closed,Structural Adjustment Loan Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007165,1993-09-14T00:00:00Z,1994-12-31T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Social Protection,Macroeconomic management,Tax policy and administration
P007175,Latin America and Caribbean,Republic of El Salvador,Closed,Technical Assistance Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007175,1993-09-14T00:00:00Z,1996-09-30T00:00:00Z,,,2500000.0,0.0,2500000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Law and Justice,,Administrative and civil service reform,Tax policy and administration
P005504,Middle East and North Africa,Kingdom of Morocco,Closed,ENVIRONMENTAL MANAGEMENT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005504,1993-09-14T00:00:00Z,1999-12-31T00:00:00Z,,,6000000.0,0.0,6000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Law and Justice,"Adult, Basic and Continuing Education",Law reform,Administrative and civil service reform
P008509,Europe and Central Asia,Republic of Kazakhstan,Closed,Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008509,1993-09-16T00:00:00Z,1995-07-31T00:00:00Z,,,180000000.0,0.0,180000000.0,0,,Rehabilitation Loan,U,,Banking Institutions,"Other Industry, Trade and Services",Oil and Gas,Other economic management,State-owned enterprise restructuring and privatization
P009123,Europe and Central Asia,Republic of Uzbekistan,Closed,Institution Building Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009123,1993-10-07T00:00:00Z,2000-10-31T00:00:00Z,,,21000000.0,0.0,21000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Banking Institutions,Other Non-bank Financial Institutions,Improving labor markets,Law reform
P005318,Middle East and North Africa,Hashemite Kingdom of Jordan,Closed,Energy Sector Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005318,1993-10-07T00:00:00Z,1997-12-31T00:00:00Z,,,80000000.0,0.0,80000000.0,0,,Sector Adjustment Loan,C,,Power,Oil and Gas,Other Energy and Extractives,Regulation and competition policy,Other economic management
P003622,East Asia and Pacific,People's Republic of China,Closed,Shanghai Metropolitan Transport Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003622,1993-10-14T00:00:00Z,2000-12-31T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,A,,Roads and highways,Sub-National Government,Other Transportation,Other urban development,Municipal governance and institution building
P008557,Europe and Central Asia,Republic of Moldova,Closed,Rehabilitation Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008557,1993-10-21T00:00:00Z,1995-03-31T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Rehabilitation Loan,U,,"Other Industry, Trade and Services",Banking Institutions,Central Government (Central Agencies),Export development and competitiveness,Macroeconomic management
P006954,Latin America and Caribbean,Republic of Costa Rica,Closed,Health Sector Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006954,1993-10-21T00:00:00Z,2002-09-30T00:00:00Z,,,22000000.0,0.0,22000000.0,0,,Specific Investment Loan,C,,Health,Public Administration - Health,Central Government (Central Agencies),Administrative and civil service reform,Health system performance
P007129,Latin America and Caribbean,Republic of Ecuador,Closed,Mining Development and Environmental Control Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007129,1993-10-21T00:00:00Z,2000-12-31T00:00:00Z,,,11000000.0,0.0,11000000.0,0,,Technical Assistance Loan,A,,Renewable Energy Biomass,Central Government (Central Agencies),,Administrative and civil service reform,Land administration and management
